ID_Proband,Responder,Standort,Treatment,Teilnahme1,Teilnahme2,Teilnahme3,Teilnahme4,A01,A02,A03,A04_01,A04_03,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17_03,A18,A19,A20_04,A20_05,A21_03,A22,A23_01,A23_02,A23_03,A23_04,A23_05,A23_06,A24_01,A24_02,A25_01c1,A25_01c2,A25_03c1,A25_03c2,A25_03c3,A25_03c4,A25_05c1,A25_05c2,A25_05c3,A25_07c1,A25_07c2,A25_09c1,A25_09c2,A25_02,A25_04,A25_06,A25_08,A25_10,A25_11,A26_01,A26_02,A26_03,A26_04,A26_05,A26_06,A26_07,A27_01,A27_02,A27_03,A27_04,A27_05,A27_06,A27_07,A28,A29_01,A29_02,A29_03,A29_04,A30_01,A30_02,A31_C1_pos,A31_C2_pos,A31_C3_pos,A31_C4_pos,A31_C5_pos,A31_C6_pos,A31_C1_neg,A31_C2_neg,A31_C3_neg,A31_C4_neg,A31_C1_neut,A31_C2_neut,A31_C3_neut,A31_C4_neut,A31_C5_neut,A32_C1_pos,A32_C2_pos,A32_C3_pos,A32_C4_pos,A32_C1_neg,A32_C2_neg,A32_C3_neg,A32_C4_neg,A32_C1_neut,A32_C2_neut,A32_C3_neut,A32_C4_neut,A32_C5_neut,A32_C6_neut,A33_01c1,A33_01c2,A33_01c3,A33_01c4,A33_01c5,A33_01c6,A33_01c7,A33_02c1,A33_02c2,A33_02c3,A33_02c4,A33_02c5,A34_01,A34_02,A34_03,A35_01,A35_02,A35_03,A36_01,A36_02,A36_03,A36_04,A36_05,A36_06,A36_07,A36_08,A36_09,A36_10,A36_11,A36_12,A36_13,A36_14,A36_15,A36_16,A36_17,A37_01,A37_02,A37_03,A37_04,A37_05,A37_06,A37_07,A37_08,A37_09,A37_10,A37_11,A37_12,A37_13,A37_14,A37_15,A37_16,A37_17,A38,A39_01,A39_02,A39_03,A39_04,A39_05,A39_06,A39_07,A39_08,A39_09,A39_10,A40_01,A40_02,A41_01,A41_02,A41_03,A41_04,A41_05,A41_06,A42_01,A42_02,A42_03,A42_04,A42_05,A42_06,A42_07,A43,A44,A45,A46,A47,A48_01,A48_02,A48_03,A48_04,A48_05,A48_06,A48_07,A48_08,A48_09,A48_10,A48_11,A48_12,A48_13,A48_14,A48_15,A48_17,A49_01,A49_02,A50_01,A50_02,A50_03,A50_04,A50_05,A50_06,A50_07,A51_01,A51_02,A52,A53,A54,A55_01_01,A55_01_02,A55_02_01,A55_02_02,A55_03_01,A55_03_02,A55_04_01,A55_04_02,A55_05_01,A55_05_02,A56_01,A56_03,A57,A58_01,A58_02,B_ID,B40_01,B40_02,B93_01,B93_02,B93_03,B93_04,B93_05,B93_06,B93_07,B93_08,B93_09,B93_10,B93_11,B93_12,B93_13,B93_14,B93_15,B93_16,B93_17,B93_18,B93_19,B93_20,B93_21,B93_22,B93_23,B93_24,B93_25,B93_26,B93_27,B93_28,B93_29,B93_30,B93_31,B93_32,B93_33,B93_34,B93_35,B93_36,B93_37,B93_38,B93_39,B93_40,B93_41,B93_42,B93_43,B93_44,B93_45,B93_46,B02,B03,B04_01,B04_03,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17_03,B18,B19,B20_04,B20_05,B21_03,B22,B23_01,B23_02,B23_03,B23_04,B23_05,B23_06,B24_01,B24_02,B25_01c1,B25_01c2,B25_01c3,B25_03c1,B25_03c2,B25_03c3,B25_03c4,B25_05c1,B25_05c2,B25_05c3,B25_07c1,B25_07c2,B25_07c3,B25_09c1,B25_09c2,B25_09c3,B25_02,B25_04,B25_06,B25_08,B25_10,B25_11,B26_01,B26_02,B26_03,B26_04,B26_05,B26_06,B26_07,B27_01,B27_02,B27_03,B27_04,B27_05,B27_06,B27_07,B29_01,B29_02,B29_03,B29_04,B28,B30_01,B30_02,B31_C1_pos,B31_C2_pos,B31_C3_pos,B31_C4_pos,B31_C5_pos,B31_C6_pos,B31_C1_neg,B31_C2_neg,B31_C3_neg,B31_C1_neut,B31_C2_neut,B31_C3_neut,B31_C4_neut,B31_C5_neut,B31_C6_neut,B32_C1_pos,B32_C2_pos,B32_C3_pos,B32_C4_pos,B32_C1_neg,B32_C2_neg,B32_C3_neg,B32_C1_neut,B32_C2_neut,B32_C3_neut,B32_C4_neut,B32_C5_neut,B32_C6_neut,B33_01c1,B33_01c2,B33_01c3,B33_01c4,B33_01c5,B33_01c6,B33_02c1,B33_02c2,B33_02c3,B33_02c4,B33_02c5,B33_02c6,B34_01,B34_02,B34_03,B35_01,B35_02,B35_03,B36_01,B36_02,B36_03,B36_04,B36_05,B36_06,B36_07,B36_08,B36_09,B36_10,B36_11,B36_12,B36_13,B36_14,B36_15,B36_16,B36_17,B37_01,B37_02,B37_03,B37_04,B37_05,B37_06,B37_07,B37_08,B37_09,B37_10,B37_11,B37_12,B37_13,B37_14,B37_15,B37_16,B37_17,B38,B39_01,B39_02,B39_03,B39_04,B39_05,B39_06,B39_07,B39_08,B39_09,B39_10,B100_01,B100_02,B100_03,B100_04,B94_01,B94_02,B94_03,B41_01,B41_02,B41_03,B41_04,B41_05,B41_06,B43,B58_01,B58_02,B58_03,C_ID,C40_01,C40_02,C02,C03,C04_01,C04_03,C05,C107,C108,C109_01,C109_02,C110_01,C110_02,C111,C112,C113_01_01,C113_01_02,C113_01_03,C113_02_01,C113_02_02,C113_02_03,C113_03_01,C113_03_02,C113_03_03,C113_04_01,C113_04_02,C113_04_03,C113_05_01,C113_05_02,C113_05_03,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C23_01,C23_02,C23_03,C23_04,C23_05,C23_06,C24_01,C24_02,C25_01c1,C25_01c2,C25_01c3,C25_01c4,C25_03c1,C25_03c2,C25_03c3,C25_03c4,C25_03c5,C25_05c1,C25_05c2,C25_05c3,C25_07c1,C25_07c2,C25_07c3,C25_07c4,C25_09c1,C25_09c2,C25_09c3,C25_02,C25_04,C25_06,C25_08,C25_10,C25_11,C26_01,C26_02,C26_03,C26_04,C26_05,C26_06,C26_07,C27_01,C27_02,C27_03,C27_04,C27_05,C27_06,C27_07,C29_01,C29_02,C29_03,C29_04,C28,C30_01,C30_02,C31_C1_pos,C31_C2_pos,C31_C3_pos,C31_C4_pos,C31_C5_pos,C31_C6_pos,C31_C1_neg,C31_C2_neg,C31_C3_neg,C31_C4_neg,C31_C5_neg,C31_C1_neut,C31_C2_neut,C31_C3_neut,C31_C4_neut,C31_C5_neut,C31_C6_neut,C32_C1_pos,C32_C2_pos,C32_C3_pos,C32_C4_pos,C32_C1_neg,C32_C2_neg,C32_C3_neg,C32_C4_neg,C32_C1_neut,C32_C2_neut,C32_C3_neut,C32_C4_neut,C32_C5_neut,C32_C6_neut,C32_C7_neut,C36_01,C36_02,C36_03,C36_04,C36_05,C36_06,C36_07,C36_08,C36_09,C36_10,C36_11,C36_12,C36_13,C36_14,C36_15,C36_16,C36_17,C37_01,C37_02,C37_03,C37_04,C37_05,C37_06,C37_07,C37_08,C37_09,C37_10,C37_11,C37_12,C37_13,C37_14,C37_15,C37_16,C37_17,C38,C39_02,C39_04,C39_06,C39_08,C43,C_Datum,D_ID,D40_01,D40_02,D03,D04_01,D04_03,D95_01,D95_02,D95_03,D95_04,D23_01,D23_02,D23_03,D23_04,D23_05,D23_06,D24_01,D24_02,D36_01,D36_02,D36_03,D36_04,D36_05,D36_06,D36_07,D36_08,D36_09,D36_10,D36_11,D36_12,D36_13,D36_14,D36_15,D36_16,D36_17,D37_01,D37_02,D37_03,D37_04,D37_05,D37_06,D37_07,D37_08,D37_09,D37_10,D37_11,D37_12,D37_13,D37_14,D37_15,D37_16,D37_17,D96_01,D96_02,D96_03,D96_04,D96_05,D96_06,D96_07,D96_08,D96_09,D96_10,D96_11,D96_12,D38,D39_02,D39_04,D39_06,D39_08,D99,D97,D98,D_Datum,RTRm,RTRsd,RTRaus,RTRausp
1,1,3,5,1,1,0,1,1,1,2,8,25,1,2,5,3,2,2,5,2,2,1,2,4,6,1,2,4,5,3,3,9,9,9,9,9,7,10,10,4099,10000,4321,10000,10000,10000,3330,10000,10000,3810,3830,10000,10000,8,5,4,84,100,93,8,8,8,8,5,8,8,1,1,1,2,3,2,2,2,8,8,8,8,4,4,100,100,100,100,100,100,100,100,100,100,55,54,69,100,100,100,100,100,100,29,100,100,100,69,100,100,100,100,100,3910,10000,10000,10000,10000,10000,10000,3700,10000,10000,10000,10000,4,4,2,3,7,8,2,2,2,3,2,1,1,1,3,2,2,3,2,3,3,1,2,2,1,1,2,1,1,1,1,3,2,2,3,2,1,3,1,2,2,4,5,1,2,4,1,1,2,4,4,3,3,4,2,1,2,2,3,1,1,1,1,1,2,1,3,1,42,3,1,1,0,0,1,1,1,6,0,0,0,0,0,1,0,0,1,4,4,3,3,0,0,0,1,1,4,4,8,1,3,100,100,4,2,4,2,2,2,100,100,84,84,100,2,99,11220010,1,2,2,1,3,1,1,3,1,2,1,3,2,4,1,3,1,4,4,99,2,3,1,1,2,2,2,2,3,1,4,2,4,2,4,4,99,99,99,99,99,99,99,99,99,99,99,99,1,2,8,25,2,2,5,3,2,2,4,2,99,1,2,4,2,99,2,4,99,4,2,8,8,8,8,8,5,9,9,3911,10000,10000,3720,10000,10000,10000,3810,10000,10000,10000,10000,10000,10000,10000,10000,99,4,4,99,99,99,9,9,9,9,4,9,9,1,1,1,2,3,2,2,9,9,9,9,2,4,4,100,100,100,100,100,100,100,100,100,56,69,100,100,100,100,100,100,100,100,100,100,100,56,62,97,100,100,100,5000,3900,10000,10000,10000,10000,3920,3524,10000,10000,10000,10000,4,4,3,6,8,8,2,2,2,2,2,1,2,1,2,1,2,3,2,2,3,1,1,2,1,1,2,1,1,1,1,2,2,2,3,2,1,3,1,2,2,3,5,1,2,3,2,1,2,5,5,1,2,2,4,1,2,3,5,2,1,1,2,3,3,2,99,99, ,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,103,103,103,103,103,99,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,99,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,99,100,100,100,99,100,100,100,99,100,100,100,100,100,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,10/14/1582,11440010,2,2,2,100,100,3,3,3,3,9,9,9,9,9,9,9,9,2,1,1,2,1,1,1,1,2,1,1,3,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,3,2,2,2,1,1,3,1,1,4,5,1,5,5,3,5,2,2,3,5,4,2,1,1,2,1,10/4/2009,3.95,.96,0,0
2,2,3,5,1,1,1,1,2,3,1,5,5,1,4,1,3,2,3,1,3,3,3,4,5,3,3,3,5,10,2,3,9,9,1,9,8,1,9,5,3810,10000,3527,10000,10000,10000,4312,10000,10000,3414,10000,3333,10000,99,6,99,99,99,99,11,8,1,8,1,8,9,1,2,2,3,3,2,2,2,5,8,8,7,2,3,100,100,100,100,100,100,100,100,100,100,56,89,100,100,100,100,100,100,100,100,100,100,100,56,100,100,100,100,100,116,10000,10000,10000,10000,10000,10000,3870,10000,10000,10000,10000,3,6,1,5,5,5,2,1,2,2,1,99,2,1,2,1,1,3,1,99,2,2,2,3,3,2,2,2,99,2,2,3,3,2,99,3,99,3,2,2,1,3,99,2,2,3,2,3,3,2,2,2,2,3,2,2,3,3,4,2,2,2,2,2,3,2,3,1,48,3,1,0,0,0,0,0,0,0,0,0,0,1,99,1,99,99,99,2,4,7,5,0,0,0,0,0,3,3,1,1,3,8,2,5,2,5,2,100,100,100,100,1,1,3,2,99,11220020,2,3,2,3,2,2,2,3,3,3,2,3,2,4,1,3,2,4,4,2,2,2,3,2,3,2,3,3,3,2,3,2,3,2,3,4,99,99,99,99,99,99,99,99,99,99,99,99,2,1,5,5,1,4,2,4,3,4,2,3,2,3,4,4,3,3,3,5,10,4,3,9,9,3,8,8,1,10,7,3810,10000,10000,3333,10000,10000,10000,3760,10000,10000,10000,10000,10000,10000,10000,10000,1,99,99,99,99,99,9,6,3,5,5,8,8,1,2,2,3,2,3,2,8,9,9,7,2,2,3,100,100,100,100,100,100,100,100,100,52,100,100,100,100,100,100,100,100,100,100,100,100,69,100,100,100,100,100,3710,3760,3720,10000,10000,10000,3870,3841,10000,10000,10000,10000,2,7,1,5,11,7,2,2,2,2,2,99,2,2,2,2,2,99,2,99,2,2,2,3,2,2,2,2,99,2,2,3,99,3,99,2,99,2,2,2,1,2,5,3,3,2,3,3,99,2,2,2,4,3,4,2,2,3,3,2,2,3,2,3,2,2,4,1,11330020,2,3,3,6,5,5,100,1,3,99,99,3,3,1,3,3,4,4,99,99,99,3,3,4,99,99,99,99,99,99,4,4,3,4,4,3,3,3,3,4,3,8,8,4,8,7,1,8,5,3810,10000,10000,10000,3333,10000,10000,10000,10000,3900,10000,10000,10000,10000,10000,10000,10000,10000,10000,99,99,99,99,99,99,8,5,6,6,4,6,6,1,2,2,2,4,2,2,6,8,8,6,2,3,3,99,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,99,100,100,100,99,100,100,100,99,100,100,100,100,100,100,2,2,2,2,2,99,2,2,2,1,2,99,2,99,2,2,2,2,2,2,2,2,99,2,2,2,3,2,99,2,99,2,2,2,1,4,3,4,1,3,9/17/2009,11440020,2,2,1,5,5,5,3,3,5,9,9,7,9,8,1,9,7,2,2,2,2,2,99,2,2,2,2,2,99,2,99,2,2,2,3,3,2,2,2,99,2,2,3,3,2,99,3,99,2,2,2,2,2,2,4,3,2,3,3,2,4,2,2,1,5,5,4,3,2,2,2,9/28/2009,4.19,.77,0,0
3,3,3,5,1,1,1,1,3,2,1,98,98,100,3,3,2,3,2,3,3,4,3,3,3,5,1,3,98,98,4,1,8,1,9,8,10,1,10,8,3810,10000,4100,4199,10000,10000,3520,10000,10000,3699,10000,10000,10000,85,99,99,6,100,99,9,8,6,7,3,9,10,2,2,1,2,3,3,2,99,8,8,6,8,2,3,69,58,100,100,100,100,64,100,100,100,100,100,100,100,100,50,100,100,100,65,100,100,100,100,100,100,100,100,100,3400,3910,10000,10000,10000,10000,10000,3800,4100,10000,10000,10000,5,5,6,4,8,8,2,1,2,4,3,1,2,1,2,4,3,5,3,2,2,99,1,3,4,3,2,2,1,4,2,3,2,3,2,3,99,99,2,2,1,99,99,1,1,2,1,4,99,3,3,2,4,4,3,2,4,3,4,2,2,3,4,3,4,2,3,1,75,5,5,99,99,1,99,99,99,99,99,99,99,99,99,7,99,99,99,99,99,5,2,99,99,99,99,99,4,2,1,1,3,6,2,3,1,99,99,99,99,99,99,84,84,100,3,99,11220030,2,2,2,1,2,2,1,3,1,1,2,2,1,5,2,4,2,4,5,2,1,2,2,1,4,2,3,2,4,2,5,1,5,2,4,5,99,99,99,99,99,99,99,99,99,99,99,99,2,1,98,98,100,4,3,2,4,4,3,4,4,3,4,3,4,1,3,98,99,4,1,9,2,8,7,9,1,10,9,3800,10000,10000,4100,4199,10000,10000,3520,10000,10000,3600,10000,10000,10000,10000,10000,1,99,4,6,99,99,7,8,10,6,2,6,8,2,2,2,3,4,3,2,8,9,4,8,2,3,3,69,57,100,100,100,100,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52,100,100,100,100,100,3870,3910,10000,10000,10000,10000,3700,10000,10000,10000,10000,10000,5,5,5,5,9,9,2,2,2,3,1,1,2,2,3,3,3,5,2,2,2,1,1,3,2,3,2,1,1,3,2,3,2,4,5,2,2,2,2,1,1,1,3,1,2,1,3,4,4,2,2,1,5,4,4,2,2,3,4,3,2,4,4,4,2,3,99,99,11330030,1,2,2,1,98,98,99,1,3,3,3,3,3,1,3,3,4,4,4,3,4,99,99,99,99,99,99,99,99,99,4,3,2,4,4,3,3,2,3,3,3,9,3,8,6,9,1,8,8,3800,3900,10000,10000,4100,4200,10000,10000,10000,3520,10000,10000,3600,10000,10000,10000,10000,10000,10000,1,5,4,6,99,99,7,6,9,6,3,4,7,2,3,3,3,3,3,3,7,8,5,7,2,3,3,69,62,100,100,100,100,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,65,69,100,100,100,100,100,2,2,2,4,3,1,2,2,2,4,3,5,2,2,2,2,1,3,3,2,3,2,2,4,2,3,4,3,4,3,2,2,2,2,1,4,3,2,4,2,9/18/2009,11440030,3,3,1,6,6,1,2,3,5,9,3,8,6,8,1,8,7,2,2,2,4,3,1,2,2,2,3,3,5,2,2,2,2,2,3,3,3,3,2,2,3,1,3,4,3,3,2,2,2,2,2,4,99,99,5,4,3,4,4,1,4,3,3,1,4,3,2,4,2,1,99,9/28/2009,3.99,1.14,0,0
4,4,3,5,1,1,1,1,2,1,1,6,6,1,4,3,3,3,4,3,3,3,1,4,4,3,3,3,98,98,3,3,3,2,8,1,9,9,3,8,3910,10000,3810,10000,10000,10000,3710,10000,10000,3520,10000,3751,10000,4,7,6,6,6,99,1,10,2,8,11,2,1,1,1,4,2,3,4,3,1,6,4,5,9,4,2,53,100,100,100,100,100,69,59,100,100,100,100,100,100,100,55,100,100,100,100,100,100,100,100,100,100,100,100,100,110,10000,10000,10000,10000,10000,10000,3720,3810,10000,10000,10000,3,8,8,3,9,11,4,3,2,4,1,2,3,1,4,1,2,5,3,4,3,2,1,2,2,1,1,1,2,1,1,3,2,2,1,2,3,3,2,1,2,2,99,3,2,3,99,2,3,2,2,3,2,5,2,2,4,2,3,1,2,1,1,2,2,2,2,1,21,5,4,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,99,2,4,7,3,0,0,0,2,1,3,4,6,1,4,6,1,4,2,5,3,8,1,100,100,6,6,2,1,99,11220040,4,2,3,99,3,4,2,2,4,4,3,99,4,4,2,4,3,5,2,1,2,2,2,1,4,2,3,99,4,1,99,2,3,2,99,4,99,99,99,99,99,99,99,99,99,99,99,99,1,1,6,6,1,4,3,4,3,4,3,4,3,1,4,4,4,3,2,98,99,3,3,3,2,9,1,10,9,4,9,3810,10000,10000,3910,10000,10000,10000,3520,10000,10000,3710,10000,10000,4100,10000,10000,7,4,6,6,6,99,1,10,2,8,9,2,2,1,1,3,2,3,3,4,4,2,3,8,1,3,2,53,100,100,100,100,100,59,100,100,100,100,100,100,100,100,55,100,100,100,100,100,100,100,100,100,100,100,100,110,10000,10000,10000,10000,10000,3720,10000,10000,10000,10000,10000,2,9,11,3,9,99,4,3,3,4,99,2,3,1,4,1,2,5,3,4,3,2,2,2,2,2,1,1,3,2,1,2,2,2,2,3,3,3,1,99,2,3,5,2,1,3,2,2,3,4,2,2,99,1,5,2,99,2,5,2,2,4,99,3,2,99,99,2,11330040,4,3,1,1,6,6,99,1,3,4,3,3,3,1,3,4,5,4,3,4,4,100,100,100,4,5,4,100,100,100,99,3,99,3,4,3,3,3,1,4,4,3,2,9,1,10,8,3,8,3810,10000,10000,10000,3720,10000,10000,10000,10000,3710,10000,10000,4100,10000,10000,10000,10000,10000,10000,4,7,6,6,99,99,1,10,4,8,11,2,1,1,1,3,2,3,99,4,4,3,4,7,1,3,99,53,100,100,100,100,100,59,100,100,100,100,100,100,100,100,100,100,55,100,100,100,61,100,100,100,100,100,100,100,100,100,100,4,3,2,4,1,2,3,1,4,2,2,5,3,99,3,2,3,2,2,1,2,1,99,2,1,3,3,2,2,1,2,3,2,99,2,5,2,3,1,2,9/17/2009,11440040,4,3,1,6,6,2,3,4,2,3,4,8,2,99,7,4,8,4,3,2,4,1,99,3,1,4,2,3,4,3,3,3,3,4,2,2,3,2,1,2,1,1,2,1,3,2,1,2,99,2,2,5,2,1,5,4,3,5,5,2,4,1,1,2,4,3,2,1,1,2,2,9/28/2009,2.78,1.1,0,0
5,5,3,5,1,1,1,1,1,1,1,6,6,2,2,4,3,1,2,3,3,4,1,3,5,4,3,2,4,99,3,3,2,3,10,1,10,7,2,9,4199,10000,4199,10000,10000,10000,3520,3600,10000,3710,3713,10000,10000,4,4,6,6,100,99,1,10,1,7,11,5,4,1,1,2,3,3,3,2,1,3,1,3,6,3,2,14,100,100,100,100,100,63,100,100,100,100,100,100,100,100,100,100,100,100,64,29,100,100,100,100,100,100,100,100,132,10000,10000,10000,10000,10000,10000,4399,3720,100,10000,10000,1,8,10,1,9,10,3,4,5,4,2,99,5,3,4,5,4,99,5,99,99,99,1,2,2,3,3,2,99,3,99,2,3,2,99,2,99,99,2,2,2,2,5,2,99,2,5,1,3,5,5,3,3,5,1,2,5,3,3,1,1,1,3,1,2,2,2,1,24,5,4,0,1,1,3,0,0,6,0,0,0,0,0,1,0,0,3,4,3,5,4,0,0,0,1,0,4,3,7,1,2,100,100,5,1,4,1,7,2,3,3,4,4,3,2,5,11220050,2,1,2,2,4,3,2,4,3,3,4,4,4,4,2,4,3,4,2,2,2,2,2,2,4,2,3,2,4,2,4,2,4,2,3,2,99,99,99,99,99,99,99,99,99,99,99,99,1,1,6,6,2,2,4,3,1,2,4,99,4,1,3,4,4,3,3,4,99,3,3,2,3,10,1,10,8,3,10,4100,10000,10000,3710,10000,10000,10000,3720,10000,10000,3910,10000,10000,10000,10000,10000,4,6,4,4,99,99,1,10,3,3,8,3,2,1,1,2,3,3,3,2,8,3,4,8,1,3,2,99,100,100,100,100,100,99,100,100,99,100,100,100,100,100,99,100,100,100,99,100,100,99,100,100,100,100,100,9999,10000,10000,10000,10000,10000,9999,10000,10000,10000,10000,10000,1,10,10,2,10,10,4,4,4,4,2,99,4,99,4,4,3,99,4,99,99,3,2,2,2,2,2,2,99,2,99,2,2,2,99,2,99,99,2,2,2,1,4,2,4,2,3,1,4,4,4,1,5,2,4,1,1,1,5,1,2,4,3,3,2,2,5,1,11330050,3,2,2,1,6,6,2,1,3,2,3,2,99,2,100,99,4,4,3,4,4,3,4,4,3,4,4,2,100,100,2,4,3,1,2,3,3,4,1,3,99,2,3,8,1,9,7,4,8,4100,10000,10000,10000,4500,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,4,6,99,99,99,99,1,10,4,5,8,4,2,1,1,2,3,3,3,99,4,3,4,7,1,2,2,99,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,99,100,100,100,99,100,100,100,99,100,100,100,100,100,100,4,3,99,4,2,99,4,99,4,4,4,99,4,99,99,99,2,2,2,2,2,2,99,2,99,2,2,2,99,2,99,99,99,2,2,4,4,3,4,2,9/20/2009,11440050,2,2,1,4,4,1,2,2,2,3,4,8,1,9,8,4,8,4,3,99,99,2,99,4,99,4,99,4,99,4,99,99,2,2,2,3,3,3,2,99,2,99,2,2,2,99,2,99,99,2,2,4,2,2,5,4,2,4,4,2,4,2,2,2,3,3,3,3,2,2,2,9/30/2009,2.92,1.25,0,0
6,6,3,5,1,1,0,1,2,2,1,7,7,1,5,2,4,3,5,2,5,4,3,4,4,3,2,3,98,98,98,1,1,1,6,1,6,11,6,2,3910,10000,3810,10000,10000,10000,3841,10000,10000,4100,10000,10000,10000,84,7,7,7,100,99,1,6,1,1,10,1,1,1,1,2,3,1,3,3,2,2,1,1,2,4,4,71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,63,100,100,100,100,100,100,100,100,100,3910,10000,10000,10000,10000,10000,10000,3810,10000,10000,10000,10000,2,5,5,5,5,8,4,3,3,2,3,1,3,1,4,1,4,4,4,5,5,3,1,5,5,5,1,1,1,5,3,4,2,5,4,5,3,4,3,2,3,2,1,1,1,3,1,5,3,5,5,3,4,5,2,3,2,4,5,2,3,4,3,3,4,2,3,2,39,2,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,2,6,0,0,0,0,4,4,1,1,3,5,3,5,2,100,100,100,100,100,100,7,7,2,1,99,11220060,5,2,4,3,3,4,4,4,5,4,5,5,4,5,1,5,3,5,2,2,4,1,1,1,5,1,1,2,5,1,5,3,5,1,4,5,99,99,99,99,99,99,99,99,99,99,99,99,2,1,7,7,1,4,2,4,4,5,1,4,3,3,5,4,3,3,3,98,99,98,1,1,1,6,1,6,10,2,9,3911,10000,10000,3810,10000,10000,10000,4100,10000,10000,10000,10000,10000,10000,10000,10000,84,7,7,99,99,99,1,6,2,1,10,1,1,1,3,2,3,2,3,4,2,1,1,6,2,4,3,71,100,100,100,100,100,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,56,55,51,100,100,100,3911,3920,10000,10000,10000,10000,3810,3845,3524,10000,10000,10000,8,5,5,5,9,9,4,5,5,1,3,1,3,1,5,1,4,5,5,5,5,4,5,3,3,2,1,1,1,2,1,3,1,3,5,3,2,3,1,1,2,2,4,1,1,4,1,5,4,4,3,1,5,1,5,4,1,1,5,3,2,2,4,5,3,1,99,99, ,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,103,103,103,103,103,99,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,99,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,99,100,100,100,99,100,100,100,99,100,100,100,100,100,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,10/14/1582,11440060,4,2,1,7,7,3,3,4,5,1,1,6,1,1,10,2,6,5,4,4,1,2,1,4,2,5,1,4,5,4,3,5,2,4,4,2,2,1,1,1,2,2,4,1,4,5,2,2,4,1,1,4,1,1,3,5,1,3,5,3,5,4,2,3,5,5,2,1,1,1,1,9/28/2009,3.49,.78,0,0
